age,ast_per_poss,blk_per_poss,def_rtg,drb_per_poss,fg2_pct,fg2_per_poss,fg2a_per_poss,fg3_pct,fg3_per_poss,fg3a_per_poss,fg_pct,fg_per_poss,fga_per_poss,ft_pct,ft_per_poss,fta_per_poss,g,gs,lg_id,mp,name,off_rtg,orb_per_poss,pf_per_poss,pid,pos,pts_per_poss,season,stl_per_poss,team_id,tov_per_poss,trb_per_poss
25,1.7,2.7,108,11.1,.559,6.4,11.5,,0.0,0.0,.559,6.4,11.5,.545,2.0,3.7,14,0,NBA,144,Richaun Holmes,103,6.8,9.8,853,C,14.9,2018-19,1.7,PHO,4.1,17.9
29,1.4,0.6,112,5.1,.261,1.7,6.5,.306,3.1,10.1,.288,4.8,16.6,.692,2.5,3.7,24,0,NBA,174,John Holland,84,1.7,2.8,851,SF,15.2,2017-18,2.0,CLE,2.3,6.8
21,3.5,1.3,105,9.4,.476,4.8,10.2,.286,0.3,1.1,.457,5.2,11.3,.712,3.0,4.3,29,17,NBA,615,Rondae Hollis-Jefferson,107,3.2,5.0,852,SF,13.7,2015-16,3.2,BRK,2.1,12.6
22,4.1,1.2,107,9.6,.463,5.9,12.8,.224,0.4,1.8,.434,6.3,14.6,.751,5.1,6.8,78,50,NBA,1761,Rondae Hollis-Jefferson,102,2.6,4.8,852,SF,18.2,2016-17,2.2,BRK,3.1,12.2
30,0.0,0.0,122,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1,John Holland,,0.0,0.0,851,SF,0.0,2018-19,0.0,CLE,0.0,0.0
23,4.2,1.2,109,9.1,.491,8.3,16.9,.241,0.3,1.4,.472,8.6,18.3,.788,6.3,8.0,68,59,NBA,1920,Rondae Hollis-Jefferson,108,2.6,3.7,852,SF,23.9,2017-18,1.6,BRK,3.1,11.6
24,3.7,1.5,109,9.0,.448,8.7,19.3,.077,0.2,2.4,.407,8.8,21.7,.590,4.2,7.2,13,1,NBA,265,Rondae Hollis-Jefferson,98,3.5,3.9,852,SF,22.1,2018-19,2.0,BRK,2.0,12.5
23,5.6,2.2,107,5.2,.375,4.5,11.9,.250,1.5,5.9,.333,5.9,17.8,.750,2.2,3.0,9,0,NBA,142,Justin Holiday,82,0.0,2.6,850,SG,15.6,2012-13,1.1,PHI,3.3,5.2
25,3.6,0.9,101,4.5,.444,4.2,9.4,.321,2.6,8.1,.387,6.8,17.5,.822,2.8,3.3,59,4,NBA,657,Justin Holiday,100,0.9,4.0,850,SG,18.9,2014-15,3.0,GSW,2.2,5.4
26,3.6,1.2,105,5.0,.423,3.4,7.9,.343,2.3,6.8,.386,5.7,14.7,.730,1.7,2.4,53,5,NBA,773,Justin Holiday,94,0.8,3.9,850,SG,15.4,2015-16,2.1,TOT,2.5,5.8
26,2.1,0.8,103,4.3,.500,2.6,5.3,.222,1.9,8.5,.329,4.5,13.7,.500,0.9,1.9,26,1,NBA,263,Justin Holiday,77,0.8,3.9,850,SG,11.8,2015-16,2.4,ATL,2.4,5.1
26,4.4,1.5,106,5.4,.400,3.7,9.3,.433,2.6,5.9,.413,6.3,15.2,.815,2.2,2.7,27,4,NBA,510,Justin Holiday,102,0.8,3.9,850,SG,17.3,2015-16,1.9,CHI,2.6,6.2
27,3.1,0.9,111,6.0,.513,4.1,8.1,.355,3.0,8.3,.433,7.1,16.4,.825,2.0,2.4,82,4,NBA,1639,Justin Holiday,108,0.8,3.3,850,SG,19.2,2016-17,2.0,NYK,2.0,6.9
28,3.3,0.7,111,5.6,.387,2.8,7.2,.359,3.5,9.7,.371,6.2,16.9,.823,2.9,3.5,72,72,NBA,2265,Justin Holiday,100,0.7,2.9,850,SG,18.9,2017-18,1.7,CHI,2.0,6.3
29,3.2,0.6,112,4.6,.457,1.7,3.7,.400,4.1,10.1,.415,5.8,13.9,.917,0.9,1.0,17,17,NBA,594,Justin Holiday,112,0.4,3.2,850,SG,16.5,2018-19,2.3,CHI,1.0,5.0
22,6.4,0.0,110,6.4,.500,3.2,6.4,.500,6.4,12.7,.500,9.5,19.1,.500,1.6,3.2,6,0,NBA,31,Aaron Holiday,97,0.0,9.5,848,PG,27.0,2018-19,0.0,IND,7.9,6.4
19,8.3,0.5,111,4.0,.465,5.0,10.7,.390,1.8,4.7,.442,6.8,15.4,.756,1.9,2.6,73,51,NBA,1767,Jrue Holiday,100,1.7,4.5,849,PG,17.4,2009-10,2.3,PHI,4.6,5.7
20,9.6,0.5,106,4.8,.470,6.6,14.0,.365,1.5,4.0,.446,8.0,18.0,.823,3.1,3.8,82,82,NBA,2901,Jrue Holiday,104,1.2,3.7,849,PG,20.7,2010-11,2.2,PHI,3.9,6.0
21,7.1,0.4,101,3.8,.445,7.2,16.2,.380,1.6,4.2,.432,8.8,20.3,.783,2.3,2.9,65,65,NBA,2196,Jrue Holiday,99,1.4,3.3,849,PG,21.4,2011-12,2.5,PHI,3.3,5.2
22,11.3,0.6,107,4.3,.446,8.4,18.8,.368,1.6,4.5,.431,10.0,23.2,.752,3.3,4.4,78,78,NBA,2926,Jrue Holiday,99,1.6,3.1,849,PG,24.9,2012-13,2.2,PHI,5.3,5.9
23,12.2,0.5,110,5.2,.459,7.9,17.2,.390,1.4,3.5,.447,9.2,20.7,.810,2.3,2.9,34,34,NBA,1143,Jrue Holiday,103,1.3,4.2,849,PG,22.2,2013-14,2.6,NOP,4.8,6.5
24,11.0,0.9,107,4.2,.469,7.5,16.1,.378,2.1,5.4,.446,9.6,21.5,.855,2.6,3.1,40,37,NBA,1303,Jrue Holiday,109,1.3,4.4,849,PG,23.9,2014-15,2.5,NOP,3.7,5.4
25,10.6,0.6,109,4.6,.478,8.7,18.3,.336,2.4,7.0,.439,11.1,25.3,.843,4.9,5.9,65,23,NBA,1831,Jrue Holiday,105,0.7,4.0,849,PG,29.5,2015-16,2.4,NOP,4.5,5.3
26,10.9,1.0,108,4.9,.498,6.8,13.7,.356,2.2,6.3,.454,9.1,20.0,.708,2.7,3.8,67,61,NBA,2190,Jrue Holiday,104,1.0,3.0,849,PG,23.0,2016-17,2.2,NOP,4.3,5.9
27,7.9,1.0,109,4.9,.557,8.1,14.5,.337,2.0,5.8,.494,10.0,20.3,.786,3.1,3.9,81,81,NBA,2927,Jrue Holiday,110,1.0,3.3,849,SG,25.1,2017-18,2.0,NOP,3.5,6.0
28,11.8,1.0,112,4.2,.547,7.8,14.2,.273,1.7,6.1,.465,9.5,20.4,.765,4.1,5.4,16,16,NBA,579,Jrue Holiday,111,1.4,3.3,849,SG,24.7,2018-19,2.0,NOP,4.5,5.6
22,3.6,0.1,108,5.3,.407,4.3,10.7,.380,2.5,6.6,.397,6.9,17.3,.725,3.8,5.3,38,2,NBA,383,Darrun Hilliard,103,0.7,3.7,847,SG,20.0,2015-16,1.2,DET,2.5,5.9
23,4.4,0.3,109,4.1,.438,4.6,10.6,.261,1.6,6.1,.373,6.2,16.7,.750,2.8,3.7,39,1,NBA,381,Darrun Hilliard,87,0.3,5.2,847,SG,16.8,2016-17,1.5,DET,3.7,4.4
24,5.9,0.0,110,3.7,.385,2.7,6.9,.000,0.0,3.2,.263,2.7,10.1,.857,3.2,3.7,14,0,NBA,95,Darrun Hilliard,84,0.0,3.7,847,SG,8.5,2017-18,1.1,SAS,2.1,3.7
22,2.8,0.5,101,7.3,.588,2.3,3.9,.304,1.6,5.3,.425,3.9,9.2,.857,1.4,1.6,28,0,NBA,226,Solomon Hill,97,2.1,4.4,846,SF,10.8,2013-14,1.1,IND,3.0,9.4
23,4.0,0.4,105,5.3,.430,4.0,9.2,.327,1.5,4.5,.396,5.4,13.7,.824,3.4,4.2,82,78,NBA,2381,Solomon Hill,101,1.5,3.8,846,SF,15.8,2014-15,1.4,IND,2.5,6.8
24,3.3,0.6,103,7.3,.515,4.0,7.7,.324,1.4,4.2,.447,5.3,11.9,.857,2.1,2.4,59,3,NBA,866,Solomon Hill,110,2.2,3.9,846,SF,14.1,2015-16,2.1,IND,1.9,9.5
25,2.9,0.7,109,5.3,.428,1.8,4.3,.348,1.9,5.6,.383,3.8,9.9,.805,2.1,2.6,80,71,NBA,2374,Solomon Hill,103,1.1,3.8,846,SF,11.6,2016-17,1.5,NOP,1.7,6.3
26,5.6,0.3,109,6.9,.350,1.8,5.1,.190,1.0,5.4,.268,2.8,10.5,.500,0.8,1.5,12,1,NBA,187,Solomon Hill,84,2.3,5.6,846,SF,7.4,2017-18,1.8,NOP,2.3,9.2
27,4.5,1.0,112,4.9,.333,1.6,4.9,.214,1.0,4.5,.276,2.6,9.4,.750,1.0,1.3,8,1,NBA,142,Solomon Hill,86,0.6,3.6,846,SF,7.1,2018-19,1.9,NOP,1.6,5.5
22,5.8,0.9,104,5.5,.421,5.4,12.8,.329,1.0,3.1,.403,6.4,15.9,.781,4.9,6.2,77,7,NBA,1270,George Hill,101,1.3,6.4,845,PG,18.7,2008-09,1.9,SAS,3.2,6.8
23,5.2,0.6,106,3.8,.505,6.4,12.7,.399,1.7,4.3,.478,8.1,17.0,.772,4.2,5.5,78,43,NBA,2276,George Hill,115,1.0,5.1,845,PG,22.2,2009-10,1.6,SAS,2.3,4.7
24,4.7,0.5,108,4.2,.490,5.1,10.4,.377,1.9,4.9,.453,6.9,15.3,.863,5.6,6.5,76,5,NBA,2148,George Hill,116,0.6,3.7,845,PG,21.4,2010-11,1.6,SAS,2.4,4.8
25,6.0,0.7,105,5.0,.489,4.7,9.7,.367,2.2,6.1,.442,7.0,15.8,.778,3.8,4.9,50,9,NBA,1274,George Hill,117,1.3,4.1,845,PG,20.0,2011-12,1.7,IND,2.2,6.3
26,7.2,0.5,102,4.8,.494,5.2,10.5,.368,2.6,7.2,.443,7.8,17.7,.817,3.5,4.3,76,76,NBA,2620,George Hill,117,1.0,2.7,845,PG,21.9,2012-13,1.6,IND,2.4,5.8
27,5.7,0.5,102,4.9,.497,3.8,7.6,.365,2.0,5.5,.442,5.8,13.1,.807,3.0,3.8,76,76,NBA,2434,George Hill,115,1.1,3.4,845,PG,16.7,2013-14,1.6,IND,2.0,6.0
28,8.9,0.6,103,6.3,.544,7.6,13.9,.358,2.8,7.8,.477,10.4,21.8,.790,4.6,5.8,43,36,NBA,1267,George Hill,117,1.0,4.5,845,PG,28.1,2014-15,1.8,IND,2.8,7.3
29,5.1,0.3,106,4.7,.466,3.9,8.4,.408,2.5,6.2,.441,6.4,14.5,.760,2.2,3.0,74,73,NBA,2524,George Hill,112,1.1,2.9,845,PG,17.6,2015-16,1.6,IND,2.0,5.9
30,6.9,0.4,107,4.9,.523,6.6,12.7,.403,3.2,7.9,.477,9.8,20.6,.801,5.3,6.7,49,49,NBA,1544,George Hill,119,0.8,3.9,845,PG,28.1,2016-17,1.7,UTA,2.9,5.7
31,5.1,0.7,113,3.8,.490,4.2,8.5,.415,2.3,5.7,.460,6.5,14.1,.786,3.0,3.9,67,60,NBA,1812,George Hill,113,1.2,3.5,845,PG,18.4,2017-18,1.7,TOT,2.4,5.0
31,5.3,0.5,113,4.2,.480,4.2,8.8,.453,2.6,5.7,.469,6.8,14.4,.778,3.4,4.4,43,36,NBA,1143,George Hill,113,1.0,3.3,845,PG,19.5,2017-18,1.7,SAC,2.7,5.2
31,4.9,1.1,113,3.2,.509,4.1,8.1,.351,2.0,5.6,.444,6.1,13.7,.805,2.4,3.0,24,24,NBA,669,George Hill,112,1.5,3.9,845,PG,16.5,2017-18,1.6,CLE,2.1,4.7
32,5.5,0.2,116,2.0,.585,7.0,12.0,.480,2.2,4.6,.556,9.2,16.6,.875,2.6,3.0,10,10,NBA,265,George Hill,122,1.5,5.0,845,PG,23.3,2018-19,1.8,CLE,3.0,3.5
23,3.2,0.2,112,6.1,.461,4.7,10.2,.391,3.9,10.0,.426,8.6,20.1,.842,1.7,2.0,82,55,NBA,1888,Buddy Hield,100,0.9,3.0,843,SG,22.7,2016-17,1.0,TOT,2.7,7.1
23,3.2,0.3,111,6.2,.417,4.0,9.7,.369,3.8,10.2,.393,7.8,19.9,.879,1.2,1.4,57,37,NBA,1161,Buddy Hield,97,0.8,3.4,843,SG,20.6,2016-17,0.8,NOP,2.0,7.0
23,3.1,0.1,113,6.1,.525,5.8,11.0,.428,4.1,9.6,.480,9.9,20.6,.814,2.4,3.0,25,18,NBA,727,Buddy Hield,105,1.1,2.4,843,SG,26.3,2016-17,1.4,SAC,3.7,7.2
24,3.9,0.5,111,6.3,.457,6.0,13.1,.431,4.4,10.2,.446,10.4,23.3,.877,1.8,2.0,80,12,NBA,2024,Buddy Hield,104,1.4,3.7,843,SG,27.0,2017-18,2.1,SAC,3.1,7.7
25,4.0,0.7,113,6.5,.510,7.3,14.2,.437,3.5,8.1,.483,10.8,22.3,.838,2.9,3.4,16,16,NBA,492,Buddy Hield,109,1.8,3.6,843,SG,28.0,2018-19,1.0,SAC,3.5,8.3
20,3.5,1.5,99,6.6,.521,7.5,14.4,.000,0.0,0.1,.519,7.5,14.5,.578,4.6,8.0,80,53,NBA,2258,Nene Hilario,100,4.9,6.9,844,C,19.6,2002-03,3.0,DEN,4.2,11.5
21,3.5,0.8,102,7.2,.532,6.9,12.9,.000,0.0,0.0,.530,6.9,12.9,.682,4.9,7.2,77,77,NBA,2504,Nene Hilario,106,3.2,5.8,844,PF,18.6,2003-04,2.4,DEN,3.8,10.3
22,3.3,1.9,102,8.6,.505,7.6,15.0,.000,0.0,0.1,.503,7.6,15.0,.660,5.5,8.3,55,18,NBA,1317,Nene Hilario,105,4.1,6.5,844,C,20.6,2004-05,1.9,DEN,3.7,12.7
23,0.0,0.0,114,0.0,.000,0.0,17.0,,0.0,0.0,.000,0.0,17.0,,0.0,0.0,1,0,NBA,3,Nene Hilario,0,0.0,17.0,844,PF,0.0,2005-06,0.0,DEN,34.1,0.0
24,2.2,1.7,104,8.6,.571,8.4,14.8,.000,0.0,0.0,.570,8.4,14.8,.689,5.6,8.1,64,42,NBA,1715,Nene Hilario,113,4.3,6.0,844,C,22.5,2006-07,1.8,DEN,3.6,12.9
25,2.7,2.5,103,10.3,.414,5.2,12.7,.000,0.0,0.2,.408,5.2,12.8,.551,4.9,8.9,16,1,NBA,266,Nene Hilario,94,5.4,8.3,844,PF,15.4,2007-08,1.6,DEN,3.8,15.7
26,2.2,2.0,105,8.4,.607,8.7,14.3,.200,0.0,0.1,.604,8.7,14.4,.723,5.4,7.5,77,76,NBA,2510,Nene Hilario,120,3.7,5.6,844,C,22.8,2008-09,1.9,DEN,3.0,12.1
27,3.7,1.5,105,8.5,.589,7.7,13.1,.000,0.0,0.0,.587,7.7,13.2,.704,5.4,7.6,82,82,NBA,2755,Nene Hilario,124,3.1,5.2,844,C,20.9,2009-10,2.1,DEN,2.3,11.5
28,3.3,1.6,104,9.3,.618,8.8,14.2,.200,0.0,0.1,.615,8.8,14.3,.711,6.3,8.8,75,75,NBA,2291,Nene Hilario,123,3.2,5.2,844,C,23.9,2010-11,1.8,DEN,2.9,12.5
29,3.7,1.8,103,10.5,.542,9.7,17.9,.000,0.0,0.2,.537,9.7,18.1,.673,5.2,7.7,39,33,NBA,1110,Nene Hilario,105,2.9,4.4,844,C,24.7,2011-12,1.9,TOT,4.4,13.4
29,3.8,1.5,102,10.2,.513,8.8,17.2,.000,0.0,0.1,.509,8.8,17.3,.677,5.6,8.2,28,27,NBA,826,Nene Hilario,101,2.7,4.3,844,C,23.2,2011-12,2.2,DEN,4.8,12.8
29,3.5,2.4,103,11.5,.618,12.4,20.1,.000,0.0,0.4,.607,12.4,20.5,.657,4.2,6.4,11,6,NBA,284,Nene Hilario,116,3.7,4.7,844,C,29.0,2011-12,1.1,WAS,3.5,15.2
30,5.6,1.2,101,9.6,.481,8.9,18.6,.000,0.0,0.0,.480,8.9,18.6,.729,6.2,8.4,61,49,NBA,1659,Nene Hilario,103,3.2,5.4,844,PF,24.0,2012-13,1.7,WAS,4.4,12.8
31,5.1,1.6,103,7.6,.506,9.8,19.4,.200,0.0,0.2,.503,9.9,19.6,.583,5.1,8.8,53,37,NBA,1560,Nene Hilario,102,2.1,5.4,844,PF,24.9,2013-14,2.1,WAS,3.9,9.7
32,3.7,0.7,102,7.9,.513,9.3,18.0,.200,0.0,0.2,.511,9.3,18.2,.604,3.7,6.1,67,58,NBA,1693,Nene Hilario,100,2.5,5.4,844,PF,22.3,2014-15,2.0,WAS,3.8,10.4
33,4.3,1.2,103,9.2,.549,9.3,17.0,.000,0.0,0.1,.544,9.3,17.1,.578,4.8,8.2,57,11,NBA,1094,Nene Hilario,106,2.3,7.0,844,PF,23.4,2015-16,2.4,WAS,3.4,11.5
34,2.6,1.6,106,7.5,.624,9.7,15.5,.333,0.1,0.4,.617,9.8,15.9,.589,4.6,7.9,67,8,NBA,1198,Nene Hilario,118,3.8,6.5,844,C,24.4,2016-17,2.2,HOU,2.9,11.3
35,2.9,0.9,105,7.9,.574,8.8,15.4,.000,0.0,0.1,.569,8.8,15.5,.636,4.4,6.9,52,4,NBA,758,Nene Hilario,117,3.5,8.0,844,C,22.1,2017-18,1.8,HOU,2.5,11.4
23,3.3,0.8,113,6.4,.492,6.4,13.0,.222,0.4,1.9,.458,6.8,14.9,.667,2.5,3.7,18,0,NBA,240,Isaiah Hicks,95,2.1,9.3,842,PF,16.5,2017-18,0.4,NYK,3.3,8.5
20,3.9,0.6,109,5.2,.504,4.0,8.0,.349,2.4,6.8,.433,6.4,14.8,.907,1.7,1.9,79,9,NBA,1413,Mario Hezonja,97,1.0,4.4,841,SF,16.9,2015-16,1.4,ORL,3.4,6.2
21,3.2,0.8,111,6.5,.398,3.8,9.6,.299,2.2,7.4,.355,6.0,17.0,.800,2.1,2.6,65,2,NBA,960,Mario Hezonja,87,1.0,3.8,841,SF,16.4,2016-17,1.5,ORL,3.0,7.5
22,3.1,0.9,108,7.1,.523,5.4,10.3,.337,2.7,7.9,.442,8.1,18.2,.819,2.5,3.1,75,30,NBA,1657,Mario Hezonja,103,1.2,4.0,841,SF,21.3,2017-18,2.4,ORL,2.5,8.3
23,2.9,0.5,112,8.8,.462,6.8,14.8,.280,2.3,8.1,.397,9.1,22.9,.545,1.9,3.6,15,0,NBA,297,Mario Hezonja,89,0.6,4.4,841,SF,22.4,2018-19,1.5,NYK,3.4,9.4
21,1.7,0.7,112,8.4,.495,3.2,6.4,.407,2.7,6.6,.451,5.9,13.0,.750,3.3,4.4,62,9,NBA,842,Juan Hernangomez,117,2.5,3.6,839,PF,17.7,2016-17,1.7,DEN,1.8,10.8
22,2.1,0.5,113,6.4,.600,2.7,4.5,.280,2.5,8.9,.387,5.2,13.4,.833,1.8,2.1,25,3,NBA,277,Juan Hernangomez,109,3.2,4.5,839,PF,14.7,2017-18,1.1,DEN,1.6,9.7
23,1.6,1.0,109,7.1,.622,3.3,5.3,.469,3.3,7.0,.535,6.5,12.2,.778,2.0,2.6,15,4,NBA,347,Juan Hernangomez,132,3.5,3.5,839,PF,18.3,2018-19,1.0,DEN,1.6,10.6
22,3.6,1.4,107,12.5,.538,9.1,17.0,.267,0.2,0.6,.529,9.3,17.6,.728,3.4,4.7,72,22,NBA,1324,Willy Hernangomez,111,6.4,5.7,840,C,22.2,2016-17,1.5,NYK,3.8,19.0
23,3.3,1.6,106,12.1,.566,8.5,15.1,.417,0.5,1.2,.555,9.0,16.3,.656,5.9,8.9,48,1,NBA,495,Willy Hernangomez,117,6.1,6.4,840,C,24.4,2017-18,1.8,TOT,3.5,18.2
23,4.5,1.5,108,9.6,.632,10.2,16.2,.200,0.2,1.1,.605,10.4,17.2,.429,2.6,6.0,26,0,NBA,233,Willy Hernangomez,102,4.7,6.8,840,C,23.6,2017-18,1.7,NYK,5.5,14.3
23,2.2,1.7,104,14.3,.500,7.1,14.1,.571,0.7,1.3,.506,7.8,15.4,.758,8.7,11.5,22,1,NBA,262,Willy Hernangomez,131,7.3,6.0,840,C,25.1,2017-18,1.9,CHO,1.7,21.6
24,2.9,1.9,105,10.2,.471,5.8,12.4,.615,1.9,3.2,.500,7.8,15.6,.765,6.3,8.3,14,0,NBA,197,Willy Hernangomez,124,7.1,7.5,840,C,23.8,2018-19,1.9,CHO,3.2,17.3
22,1.9,2.6,102,11.1,.486,9.9,20.4,.000,0.0,0.2,.482,9.9,20.6,.533,3.4,6.4,63,9,NBA,827,John Henson,103,7.1,5.1,838,PF,23.3,2012-13,1.2,MIL,2.9,18.2
23,3.2,3.3,108,9.2,.539,9.7,18.0,.000,0.0,0.0,.538,9.7,18.0,.514,2.6,5.0,70,23,NBA,1856,John Henson,106,4.8,5.2,838,PF,22.0,2013-14,1.2,MIL,3.2,14.0
24,2.5,5.6,98,7.8,.566,8.1,14.4,,0.0,0.0,.566,8.1,14.4,.569,3.2,5.7,67,11,NBA,1228,John Henson,106,5.2,6.3,838,C,19.5,2014-15,1.2,MIL,3.6,13.0
25,2.9,5.8,105,7.1,.566,8.7,15.4,.000,0.0,0.1,.564,8.7,15.4,.590,3.7,6.2,57,1,NBA,960,John Henson,108,4.6,7.0,838,C,21.1,2015-16,1.0,MIL,3.4,11.7
26,2.6,3.5,106,9.2,.516,7.2,13.9,.000,0.0,0.0,.515,7.2,14.0,.692,3.3,4.8,58,39,NBA,1123,John Henson,110,4.2,6.8,838,C,17.7,2016-17,1.3,MIL,2.4,13.3
27,2.9,2.8,108,9.2,.578,7.2,12.5,.143,0.0,0.2,.572,7.3,12.7,.570,2.3,4.0,76,69,NBA,1970,John Henson,115,3.8,5.1,838,C,16.8,2017-18,1.1,MIL,2.1,13.0
28,3.5,2.7,99,13.6,.556,4.9,8.9,.355,2.7,7.6,.463,7.6,16.5,.600,1.5,2.5,14,0,NBA,188,John Henson,109,3.9,3.9,838,C,19.5,2018-19,1.7,MIL,3.0,17.5
19,1.8,0.3,111,2.8,.441,6.2,14.2,.118,0.2,1.7,.406,6.4,15.9,.635,3.3,5.2,38,16,NBA,527,Xavier Henry,97,0.9,4.8,837,SG,16.4,2010-11,1.1,MEM,1.3,3.7
20,2.5,0.6,106,5.9,.393,5.9,15.1,.412,0.5,1.2,.395,6.4,16.3,.612,3.7,6.1,45,0,NBA,759,Xavier Henry,91,1.7,4.2,837,SG,17.1,2011-12,1.9,NOH,2.5,7.6
21,1.1,0.4,111,6.0,.413,5.4,13.0,.364,0.3,1.0,.410,5.7,14.0,.630,5.0,8.0,50,2,NBA,625,Xavier Henry,94,1.8,6.2,837,SF,16.8,2012-13,1.4,NOH,2.7,7.8
22,2.7,0.4,111,4.8,.439,6.2,14.1,.346,1.5,4.3,.417,7.7,18.5,.655,6.2,9.5,43,5,NBA,908,Xavier Henry,97,1.3,4.2,837,SF,23.1,2013-14,2.4,LAL,3.1,6.1
23,1.8,0.0,114,1.2,.231,1.8,7.7,,0.0,0.0,.231,1.8,7.7,.583,8.3,14.3,9,0,NBA,86,Xavier Henry,90,1.2,3.6,837,SF,11.9,2014-15,1.8,LAL,1.8,2.4
25,2.9,0.8,107,3.7,.431,2.9,6.8,.328,2.5,7.8,.376,5.5,14.6,.600,0.8,1.3,20,0,NBA,378,Myke Henry,91,1.3,3.7,836,SF,14.3,2017-18,4.1,MEM,2.5,5.1
22,1.9,1.3,104,6.0,.388,4.9,12.7,.211,0.6,2.8,.356,5.5,15.6,.745,5.2,7.0,43,0,NBA,355,Gerald Henderson,96,2.2,3.7,835,SG,16.9,2009-10,1.5,CHA,2.1,8.2
23,3.3,1.0,109,5.1,.472,8.1,17.2,.194,0.2,1.2,.454,8.3,18.4,.785,4.1,5.3,68,30,NBA,1661,Gerald Henderson,104,1.6,3.8,835,SG,21.1,2010-11,1.6,CHA,2.1,6.7
24,3.6,0.6,112,4.6,.475,9.2,19.5,.234,0.3,1.4,.459,9.6,20.8,.760,4.5,5.9,55,55,NBA,1831,Gerald Henderson,99,1.8,3.7,835,SG,23.9,2011-12,1.4,CHA,2.9,6.5
25,4.4,0.8,113,4.8,.462,8.6,18.6,.330,0.8,2.5,.447,9.4,21.0,.824,6.3,7.7,68,58,NBA,2133,Gerald Henderson,107,1.4,3.7,835,SG,26.0,2012-13,1.7,CHA,2.7,6.2
26,4.2,0.7,106,5.9,.445,7.7,17.2,.348,0.8,2.4,.433,8.5,19.6,.761,5.0,6.5,77,77,NBA,2461,Gerald Henderson,101,0.7,3.4,835,SG,22.8,2013-14,1.1,CHA,2.4,6.5
27,4.6,0.5,106,5.3,.457,7.2,15.9,.331,1.0,3.0,.437,8.3,18.9,.848,4.1,4.8,80,72,NBA,2315,Gerald Henderson,102,0.8,3.0,835,SG,21.6,2014-15,1.1,CHO,2.5,6.1
28,2.6,0.7,109,6.3,.468,6.4,13.7,.353,1.7,4.8,.439,8.1,18.5,.767,3.9,5.1,72,0,NBA,1431,Gerald Henderson,104,1.0,3.0,835,SG,21.8,2015-16,1.4,POR,2.4,7.4
29,3.3,0.4,112,4.4,.455,5.1,11.1,.353,1.8,5.1,.423,6.8,16.2,.806,3.9,4.8,72,41,NBA,1667,Gerald Henderson,106,1.0,3.8,835,SG,19.3,2016-17,1.2,PHI,1.8,5.4
26,0.0,0.0,116,0.0,,0.0,0.0,.500,7.1,14.3,.500,7.1,14.3,,0.0,0.0,3,0,NBA,7,Reggie Hearn,143,0.0,0.0,834,SG,21.4,2017-18,0.0,DET,0.0,0.0
20,3.5,0.8,113,4.2,.489,4.6,9.5,.473,1.5,3.2,.485,6.1,12.7,.711,3.0,4.2,72,17,NBA,1218,Gordon Hayward,106,1.8,4.6,833,SF,16.8,2010-11,1.3,UTA,3.0,6.0
21,5.4,1.1,109,4.5,.496,5.5,11.1,.346,1.4,4.1,.456,7.0,15.3,.832,5.0,6.0,66,58,NBA,2015,Gordon Hayward,113,1.5,2.8,833,SF,20.4,2011-12,1.4,UTA,2.8,6.0
22,5.3,1.0,110,4.4,.444,5.9,13.2,.415,2.6,6.2,.435,8.4,19.4,.827,6.1,7.4,72,27,NBA,2104,Gordon Hayward,113,1.3,3.1,833,SF,25.5,2012-13,1.5,UTA,3.0,5.6
23,7.5,0.8,111,6.2,.453,6.4,14.1,.304,1.6,5.3,.413,8.0,19.4,.816,5.8,7.1,77,77,NBA,2800,Gordon Hayward,104,1.2,2.9,833,SF,23.4,2013-14,2.1,UTA,4.0,7.3
24,6.3,0.6,105,6.5,.481,7.4,15.4,.364,2.4,6.7,.445,9.8,22.0,.812,7.6,9.4,76,76,NBA,2618,Gordon Hayward,111,1.1,2.7,833,SF,29.7,2014-15,2.2,UTA,4.2,7.6
25,5.4,0.5,105,6.1,.477,6.9,14.4,.349,2.6,7.5,.433,9.5,21.9,.824,7.2,8.7,80,80,NBA,2893,Gordon Hayward,110,1.1,3.3,833,SF,28.8,2015-16,1.7,UTA,3.7,7.2
26,5.3,0.4,106,7.2,.506,8.3,16.3,.398,3.1,7.8,.471,11.4,24.1,.844,7.5,8.9,73,73,NBA,2516,Gordon Hayward,118,1.0,2.4,833,SF,33.4,2016-17,1.5,UTA,2.9,8.2
27,0.0,0.0,107,10.0,1.000,10.0,10.0,.000,0.0,10.0,.500,10.0,20.0,,0.0,0.0,1,1,NBA,5,Gordon Hayward,99,0.0,10.0,833,SF,20.0,2017-18,0.0,BOS,0.0,10.0
28,5.6,0.4,102,7.8,.469,4.6,9.8,.298,2.1,6.9,.399,6.7,16.7,.806,3.0,3.8,15,15,NBA,401,Gordon Hayward,104,1.8,3.0,833,SF,18.4,2018-19,2.3,BOS,2.4,9.6
23,2.5,1.2,112,7.4,.412,2.9,7.0,.250,1.6,6.6,.333,4.5,13.6,.333,0.4,1.2,9,0,NBA,122,Nigel Hayes,82,1.6,3.3,832,SF,11.1,2017-18,0.8,TOT,0.8,9.1
